frame,t,state,red_score,amber_score,green_score,before_v2_rule
3432,114.514,green,-0.3,-4.6,141.3,green
3435,114.614,green,-4.2,-5.4,141.1,green
3438,114.715,green,-5.3,-5.1,140.2,green
3441,114.815,green,-4.5,-5.4,140.6,green
3444,114.915,green,-4.9,-4.8,139.8,green
3447,115.015,green,-6.3,-4.5,140.0,green
3450,115.115,green,-5.7,-4.4,140.6,green
3453,115.215,green,-6.3,-5.0,140.2,green
3456,115.315,green,-3.5,-2.9,141.7,green
3459,115.415,green,-5.1,-5.3,139.4,red
3462,115.515,green,-5.6,-4.7,140.4,green
3465,115.616,green,-5.2,-4.7,140.7,green
3468,115.716,green,-4.1,-5.7,140.7,green
3471,115.816,green,-4.6,-4.1,141.7,green
3474,115.916,green,-5.0,-4.7,140.8,green
3477,116.016,green,-4.2,-5.9,140.8,green
3480,116.116,green,-4.3,-5.7,140.1,green
3483,116.216,green,-3.9,-5.5,140.8,green
3486,116.316,green,-3.7,-5.5,140.5,green
3489,116.416,green,-4.0,-6.1,141.4,green
3492,116.516,green,-5.6,-4.9,141.1,green
3495,116.616,green,-6.2,-6.1,140.9,green
3498,116.717,green,-4.8,-5.0,140.6,green
3501,116.817,green,-5.8,-5.0,140.8,green
3504,116.917,green,-3.9,-4.8,140.4,green
3507,117.017,green,-5.4,-5.8,139.4,green
3510,117.117,green,-5.0,-4.5,140.7,red
3513,117.217,green,-5.0,-4.7,140.2,green
3516,117.317,green,-5.6,-5.3,140.4,green
3519,117.417,green,-5.2,-5.0,139.6,green
3522,117.517,green,-5.5,-4.8,139.7,green
3525,117.618,green,-5.7,-5.0,139.6,green
3528,117.718,green,-3.3,-4.8,140.0,green
3531,117.818,green,-4.7,-5.1,139.7,green
3534,117.918,green,-4.9,-5.8,139.1,green
3537,118.018,green,-4.5,-5.7,139.9,green
3540,118.118,green,-5.9,-5.7,139.9,green
3543,118.218,green,-3.4,-5.8,139.1,green
3546,118.318,green,-3.4,-5.3,139.7,green
3549,118.418,green,-4.1,-4.8,139.8,green
3552,118.518,green,-4.7,-5.9,138.8,green
3555,118.618,green,-4.9,-5.0,139.8,green
3558,118.719,green,-5.0,-4.1,139.3,green
3561,118.819,green,-3.9,-5.0,139.7,green
3564,118.919,green,-4.3,-5.4,138.1,green
3567,119.019,green,-4.6,-4.0,139.0,green
3570,119.119,green,-3.3,-4.5,139.6,green
3573,119.219,green,-4.9,-5.1,139.4,green
3576,119.319,green,-4.5,-5.0,138.8,green
3579,119.419,green,-4.3,-4.5,139.3,green
3582,119.519,green,-4.1,-5.2,141.4,green
3585,119.62,green,-4.4,-4.7,139.7,green
3588,119.72,green,-5.0,-4.2,140.6,green
3591,119.82,green,-4.4,-4.0,140.0,green
3594,119.92,green,-3.3,-4.4,140.6,green
3597,120.02,green,-4.2,-5.0,140.1,none
3600,120.12,green,-3.9,-4.8,141.3,red
3603,120.22,green,-3.9,-5.1,141.4,red
3606,120.32,green,-4.2,-5.6,141.2,green
3609,120.42,green,-4.3,-4.7,140.1,green
3612,120.52,green,-3.6,-5.2,140.7,green
3615,120.62,green,-4.8,-4.3,140.9,green
3618,120.721,green,-5.4,-4.2,141.1,green
3621,120.821,green,-3.7,-5.4,140.5,green
3624,120.921,green,-4.0,-4.1,140.9,green
3627,121.021,green,-3.6,-4.5,140.9,green
3630,121.121,green,-3.8,-4.7,140.5,green
3633,121.221,green,-4.0,-5.0,140.5,green
3636,121.321,green,-5.0,-5.1,141.5,green
3639,121.421,green,-4.5,-5.3,140.6,green
3642,121.521,green,-5.1,-6.0,140.6,green
3645,121.622,green,-3.6,-5.6,139.9,green
3648,121.722,green,-4.2,-5.1,139.8,green
3651,121.822,green,-4.5,-5.5,140.0,green
3654,121.922,green,-3.2,-5.1,139.6,green
3657,122.022,green,-4.6,-5.7,139.2,green
3660,122.122,green,-3.9,-5.0,139.6,green
3663,122.222,green,-3.7,-5.5,139.6,green
3666,122.322,green,-3.3,-4.9,140.5,green
3669,122.422,green,-5.1,-5.2,139.7,green
3672,122.522,green,-3.7,-4.4,140.0,green
3675,122.622,green,-3.6,-5.1,140.0,green
3678,122.723,green,-2.9,-5.0,139.6,green
3681,122.823,green,-3.0,-5.2,140.0,green
3684,122.923,green,-3.4,-4.8,139.3,green
3687,123.023,green,-4.6,-5.0,139.4,green
3690,123.123,green,-3.6,-5.4,131.5,green
3693,123.223,green,-3.6,-5.3,141.4,green
3696,123.323,green,-4.6,-4.1,137.5,green
3699,123.423,green,-5.3,-6.3,140.2,green
3702,123.523,green,-3.5,-5.2,139.4,green
3705,123.624,green,-5.0,-4.9,140.6,green
3708,123.724,green,-4.1,-4.4,140.3,green
3711,123.824,green,-3.6,-5.2,141.0,green
3714,123.924,green,-4.3,-5.9,137.7,green
3717,124.024,green,-4.8,-5.2,143.7,green
3720,124.124,green,-4.3,-5.0,141.3,green
3723,124.224,green,-5.7,-4.6,141.4,green
3726,124.324,green,-3.5,-5.5,140.9,green
3729,124.424,green,-4.6,-5.5,137.2,green
3732,124.524,green,-4.9,-5.5,140.6,green
3735,124.624,green,-4.8,-5.3,135.3,green
3738,124.725,green,-3.1,-5.4,140.8,green
3741,124.825,green,-3.9,-3.7,140.3,green
3744,124.925,green,-4.4,-4.5,137.1,green
3747,125.025,green,-3.1,-5.7,136.8,green
3750,125.125,green,-5.7,-4.7,141.0,green
3753,125.225,green,-4.6,-4.8,140.0,green
3756,125.325,green,-4.8,-4.7,141.9,green
3759,125.425,green,-4.6,-5.5,141.5,green
3762,125.525,green,-4.4,-4.6,141.7,green
3765,125.626,green,-3.9,-4.5,142.1,green
3768,125.726,green,-4.2,-5.2,142.6,green
3771,125.826,green,-4.5,-4.3,141.7,green
3774,125.926,green,-3.6,-5.4,139.1,green
3777,126.026,green,-4.0,-4.9,138.0,green
3780,126.126,green,-4.8,-5.3,141.1,green
3783,126.226,green,-4.9,-4.9,141.1,green
3786,126.326,green,-4.7,-4.4,141.2,green
3789,126.426,green,-4.4,-5.5,141.6,green
3792,126.526,green,-4.6,-4.9,140.9,green
3795,126.626,green,-4.1,-4.9,142.2,green
3798,126.727,green,-5.7,-5.2,141.1,green
3801,126.827,green,-4.8,-4.8,138.1,green
3804,126.927,green,-5.1,-4.5,136.6,green
3807,127.027,green,-6.0,-5.5,141.8,green
3810,127.127,green,-4.6,-5.4,137.1,green
3813,127.227,green,-2.6,-4.7,134.0,green
3816,127.327,green,-3.7,-4.0,142.4,green
3819,127.427,green,-2.8,-4.8,139.3,green
3822,127.527,green,-3.3,-5.9,139.2,green
